rtt_us
9053.500000
9181.001000
9073.734000
9065.014000
9147.492000
9058.992000
9024.027000
9089.775000
9114.896000
9076.170000
9184.775000
9041.633000
9051.873000
9029.685000
9077.338000
9200.904000
9068.802000
9046.010000
9068.076000
9053.514000
9103.345000
9090.957000
9015.862000
9119.708000
9075.168000
9045.438000
9026.137000
8999.357000
9016.704000
8999.028000
9056.309000
9039.735000
9048.283000
9007.189000
9001.251000
9033.260000
9056.487000
9237.557000
9102.724000
9090.977000
9082.870000
9120.849000
9100.537000
9055.946000
9024.240000
9067.100000
9072.266000
9069.763000
9071.324000
9071.885000
9048.597000
9026.078000
9055.537000
9091.187000
9169.447000
9094.711000
9141.137000
9154.065000
9062.545000
9127.413000
9081.453000
9069.219000
9067.669000
9094.638000
9094.090000
9066.022000
9085.734000
9055.416000
9066.210000
9060.416000
9199.479000
9053.345000
9051.462000
9020.625000
9021.041000
9021.102000
9117.226000
9067.486000
9076.227000
9022.752000
9049.765000
9155.381000
9087.287000
9012.454000
8962.366000
9053.111000
9030.093000
9073.838000
8977.060000
9005.627000
8994.324000
8997.022000
8995.539000
9058.346000
9089.039000
9058.206000
9042.229000
9060.694000
9106.304000
9009.904000
9017.059000
9081.430000
8998.768000
9067.640000
9063.994000
9095.201000
9070.905000
9078.969000
9086.570000
9048.813000
9122.654000
9119.008000
9042.719000
9099.485000
9191.219000
9241.685000
9146.611000
9194.426000
9168.982000
9106.342000
9146.035000
9092.040000
9125.704000
9209.758000
9223.946000
9242.743000
9197.210000
9256.639000
9158.866000
9131.512000
9071.068000
9060.241000
9067.146000
9070.958000
9103.236000
9142.286000
9115.004000
9054.159000
9077.256000
9067.645000
9150.545000
9078.813000
9063.632000
9095.907000
9064.068000
9153.719000
9108.767000
9046.688000
8975.909000
9054.437000
9033.485000
9071.806000
9003.811000
9090.452000
9028.442000
9057.468000
9008.005000
8995.558000
9111.926000
9179.476000
9127.380000
9050.744000
9186.205000
9149.783000
9123.845000
9024.528000
9054.255000
9039.776000
9118.665000
9159.650000
9081.100000
9059.828000
9050.272000
9118.074000
9096.327000
9053.135000
9046.569000
9067.767000
9161.080000
9075.365000
9131.956000
9063.175000
9041.931000
