rtt_us
5140.630000
5071.502000
5085.737000
5163.800000
5172.781000
5023.790000
5201.642000
5162.005000
5019.270000
5046.816000
5029.016000
5117.037000
5085.277000
5059.638000
5029.951000
5172.288000
5165.077000
5098.925000
5000.931000
5072.747000
5104.413000
5108.699000
5074.278000
5073.987000
5056.601000
5163.154000
5085.540000
5044.738000
5111.488000
5138.353000
5062.736000
5014.616000
5132.021000
5089.030000
5122.368000
5133.927000
5115.369000
5146.565000
5068.803000
5171.271000
5132.967000
5135.871000
5224.675000
5163.221000
5082.653000
5121.440000
5087.123000
5085.576000
5123.205000
5107.199000
5058.940000
5012.888000
5208.122000
5123.764000
5086.597000
5186.747000
5173.630000
5143.021000
5029.143000
5013.651000
5106.746000
5086.011000
5079.994000
5091.327000
5078.088000
5161.136000
5125.452000
5083.250000
5122.144000
5035.530000
5004.985000
5097.947000
5096.994000
5051.606000
5030.949000
5120.537000
5090.014000
5156.420000
5175.334000
5028.290000
5064.096000
5141.574000
5103.997000
5076.079000
5129.775000
5053.420000
5099.508000
5113.246000
5151.801000
5079.556000
5055.675000
5279.589000
5129.583000
5087.121000
5124.750000
5085.121000
5043.621000
5256.466000
5139.508000
5096.520000
5046.741000
5083.325000
5062.915000
5011.483000
5202.104000
5151.757000
5062.062000
5038.714000
5117.754000
5061.283000
5040.640000
5090.494000
5196.202000
5071.318000
5149.170000
5096.035000
5062.495000
5115.479000
5113.414000
5035.251000
5066.693000
5173.117000
5068.661000
5040.484000
5110.755000
5129.094000
5100.199000
5099.145000
5066.084000
5027.666000
5069.074000
5125.322000
5154.269000
5024.534000
5051.777000
5049.695000
5115.440000
5069.977000
5092.978000
5028.436000
5094.999000
5072.075000
5051.339000
5099.326000
5211.027000
5039.559000
5098.228000
5103.244000
5135.983000
5055.088000
5103.814000
5101.962000
5049.945000
5302.847000
5100.960000
5146.693000
5081.706000
5060.677000
5045.000000
5079.316000
5087.072000
5272.341000
5661.811000
5350.716000
5260.885000
5210.782000
5359.663000
5397.251000
5225.856000
5357.210000
5282.051000
5226.230000
5249.092000
5154.016000
5204.029000
5082.014000
5077.615000
5107.956000
5140.463000
5285.970000
5215.578000
5180.447000
5276.704000
5183.921000
5191.453000
5142.720000
5201.297000
5152.243000
5172.572000
5205.909000
5127.379000
5081.784000
5107.349000
5094.930000
5165.969000
5146.744000
5084.586000
5070.607000
5136.733000
5135.462000
5050.369000
5175.402000
5238.231000
5041.805000
5011.226000
5025.212000
5057.827000
5024.111000
5060.114000
4999.023000
5038.770000
5126.451000
5094.577000
5030.004000
5118.512000
5186.079000
5044.090000
5017.343000
5132.634000
5079.510000
5003.192000
5061.994000
5007.807000
4998.872000
5128.856000
5071.431000
5042.222000
5033.557000
5202.265000
5031.221000
5108.526000
5100.700000
5096.890000
5095.904000
5146.979000
5039.259000
5053.405000
5046.002000
5076.161000
5058.552000
5027.242000
5083.021000
5150.347000
5125.246000
5141.168000
5101.077000
5088.849000
5128.928000
5101.963000
5209.380000
5230.148000
5109.466000
5110.533000
5049.145000
5067.277000
5030.708000
5002.899000
5063.811000
5079.621000
5062.349000
5195.799000
5061.715000
5087.360000
5039.673000
5122.090000
5043.214000
5141.712000
5063.886000
5130.538000
5158.397000
5084.019000
5026.354000
5086.697000
5171.269000
5070.750000
5079.578000
5194.092000
5193.150000
5073.361000
5077.083000
5087.264000
5144.540000
5075.735000
5111.727000
5140.935000
5196.379000
5183.547000
5122.008000
5062.696000
5023.481000
5080.371000
5045.786000
5111.150000
5116.487000
5159.204000
5084.691000
5155.861000
5057.612000
5079.455000
5211.174000
5079.972000
5096.820000
5107.976000
5067.744000
5047.265000
5108.218000
5062.094000
4998.450000
5038.395000
5084.964000
5089.468000
5072.794000
5095.101000
5126.656000
5105.023000
5040.720000
5097.416000
5086.213000
5005.728000
5085.007000
5014.689000
5010.483000
5049.362000
5050.995000
5029.005000
5351.368000
5094.370000
5131.790000
5091.199000
5094.127000
5076.180000
5081.518000
5086.728000
5066.308000
5098.462000
5252.742000
5112.086000
5047.022000
5049.324000
5022.170000
5037.710000
5007.598000
5146.595000
5067.342000
5073.164000
5118.039000
5142.340000
5021.174000
5174.673000
5157.550000
5148.159000
5088.947000
5060.149000
5055.874000
5079.730000
5185.406000
5032.268000
5069.406000
5108.627000
5068.452000
5026.660000
5032.654000
5153.187000
5045.417000
5053.660000
5121.859000
5012.620000
5169.720000
5070.334000
5038.276000
5082.189000
5171.571000
5130.130000
5095.398000
5331.841000
5074.101000
5018.518000
5018.344000
