iteration,tag,name,duration_net_us
24,BF36,LoadBPP_seg2,1559.0
24,BF36,LoadBPP_seg3,92856.0
24,BF36,LoadBPP_seg4,43337.0
24,BF36,LoadBPP_seg5,1566.0
24,BF36,LoadBPP_seg6,2082547.0
24,BF36,LoadBPP_seg7,776993.0
24,BF36,LoadBPP_seg8,828545.0
24,BF36,LoadBPP_seg9,1612780.0
24,BF36,LoadBPP_seg10,631334.0
24,BF36,LoadBPP_seg11,851174.0
24,BF36,LoadBPP_seg12,822805.0
24,BF36,LoadBPP_seg13,1789127.0
24,BF36,LoadBPP_seg14,882564.0
24,BF36,LoadBPP_seg15,1908342.0
24,BF36,LoadBPP_seg16,930982.0
24,BF36,LoadBPP_seg17,4122362.0
25,BF2E,GetEuiccChallenge,4505.363
25,BF20,GetEuiccInfo1,40134.363
25,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4495.0
25,BF38,AuthenticateServer,2976234.024
25,ES9P,/gsma/rsp2/es9plus/authenticateClient,22911.0
25,BF21,PrepareDownload,3705297.585
25,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,8980.0
25,BF36,LoadBPP_seg0,1440836.0
25,BF36,LoadBPP_seg1,61545.0
25,BF36,LoadBPP_seg2,1560.0
25,BF36,LoadBPP_seg3,92866.0
25,BF36,LoadBPP_seg4,42876.0
25,BF36,LoadBPP_seg5,1616.0
25,BF36,LoadBPP_seg6,603663.0
25,BF36,LoadBPP_seg7,2045595.0
25,BF36,LoadBPP_seg8,804815.0
25,BF36,LoadBPP_seg9,885086.0
25,BF36,LoadBPP_seg10,1372904.0
25,BF36,LoadBPP_seg11,825565.0
25,BF36,LoadBPP_seg12,847965.0
25,BF36,LoadBPP_seg13,1801680.0
25,BF36,LoadBPP_seg14,882071.0
25,BF36,LoadBPP_seg15,981577.0
25,BF36,LoadBPP_seg16,1867455.0
25,BF36,LoadBPP_seg17,2680209.0
26,BF2E,GetEuiccChallenge,4461.363
26,BF20,GetEuiccInfo1,39902.363
26,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5327.0
26,BF38,AuthenticateServer,2959447.024
26,ES9P,/gsma/rsp2/es9plus/authenticateClient,20941.0
26,BF21,PrepareDownload,3706300.585
26,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,9214.0
26,BF36,LoadBPP_seg0,1435354.0
26,BF36,LoadBPP_seg1,60790.0
26,BF36,LoadBPP_seg2,1495.0
26,BF36,LoadBPP_seg3,93615.0
26,BF36,LoadBPP_seg4,43088.0
26,BF36,LoadBPP_seg5,1547.0
26,BF36,LoadBPP_seg6,596477.0
26,BF36,LoadBPP_seg7,802904.0
26,BF36,LoadBPP_seg8,1889210.0
26,BF36,LoadBPP_seg9,878742.0
26,BF36,LoadBPP_seg10,632047.0
26,BF36,LoadBPP_seg11,1578183.0
26,BF36,LoadBPP_seg12,848213.0
26,BF36,LoadBPP_seg13,863513.0
26,BF36,LoadBPP_seg14,1823492.0
26,BF36,LoadBPP_seg15,978307.0
26,BF36,LoadBPP_seg16,966691.0
26,BF36,LoadBPP_seg17,3771355.0
27,BF2E,GetEuiccChallenge,4450.363
27,BF20,GetEuiccInfo1,39938.363
27,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,3540.0
27,BF38,AuthenticateServer,2971494.024
27,ES9P,/gsma/rsp2/es9plus/authenticateClient,48089.0
27,BF21,PrepareDownload,3704741.585
27,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,14748.0
27,BF36,LoadBPP_seg0,1445351.0
27,BF36,LoadBPP_seg1,62807.0
27,BF36,LoadBPP_seg2,1548.0
27,BF36,LoadBPP_seg3,1521259.0
27,BF36,LoadBPP_seg4,43343.0
27,BF36,LoadBPP_seg5,1570.0
27,BF36,LoadBPP_seg6,623739.0
27,BF36,LoadBPP_seg7,772812.0
27,BF36,LoadBPP_seg8,832168.0
27,BF36,LoadBPP_seg9,1448410.0
27,BF36,LoadBPP_seg10,660578.0
27,BF36,LoadBPP_seg11,822649.0
27,BF36,LoadBPP_seg12,1738553.0
27,BF36,LoadBPP_seg13,888733.0
27,BF36,LoadBPP_seg14,881945.0
27,BF36,LoadBPP_seg15,1934098.0
27,BF36,LoadBPP_seg16,939990.0
27,BF36,LoadBPP_seg17,3814470.0
28,BF2E,GetEuiccChallenge,4491.363
28,BF20,GetEuiccInfo1,40063.363
28,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,10267.0
28,BF38,AuthenticateServer,2948000.024
28,ES9P,/gsma/rsp2/es9plus/authenticateClient,18825.0
28,BF21,PrepareDownload,3704219.585
28,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,15538.0
28,BF36,LoadBPP_seg0,1427422.0
28,BF36,LoadBPP_seg1,62771.0
28,BF36,LoadBPP_seg2,1592.0
28,BF36,LoadBPP_seg3,93448.0
28,BF36,LoadBPP_seg4,43782.0
28,BF36,LoadBPP_seg5,1565.0
28,BF36,LoadBPP_seg6,606513.0
28,BF36,LoadBPP_seg7,2238725.0
28,BF36,LoadBPP_seg8,802451.0
28,BF36,LoadBPP_seg9,1648321.0
28,BF36,LoadBPP_seg10,632308.0
28,BF36,LoadBPP_seg11,853295.0
28,BF36,LoadBPP_seg12,822869.0
28,BF36,LoadBPP_seg13,1828569.0
28,BF36,LoadBPP_seg14,881541.0
28,BF36,LoadBPP_seg15,1941150.0
28,BF36,LoadBPP_seg16,934444.0
28,BF36,LoadBPP_seg17,4154809.0
29,BF2E,GetEuiccChallenge,4468.363
29,BF20,GetEuiccInfo1,40027.363
29,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5520.0
29,BF38,AuthenticateServer,2944240.024
29,ES9P,/gsma/rsp2/es9plus/authenticateClient,18451.0
29,BF21,PrepareDownload,3701029.585
29,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,16606.0
29,BF36,LoadBPP_seg0,1433758.0
29,BF36,LoadBPP_seg1,61759.0
29,BF36,LoadBPP_seg2,1514.0
29,BF36,LoadBPP_seg3,92549.0
29,BF36,LoadBPP_seg4,43821.0
29,BF36,LoadBPP_seg5,1537.0
29,BF36,LoadBPP_seg6,601853.0
29,BF36,LoadBPP_seg7,2078931.0
29,BF36,LoadBPP_seg8,807482.0
29,BF36,LoadBPP_seg9,881711.0
29,BF36,LoadBPP_seg10,1409279.0
29,BF36,LoadBPP_seg11,826145.0
29,BF36,LoadBPP_seg12,847313.0
29,BF36,LoadBPP_seg13,1979837.0
29,BF36,LoadBPP_seg14,911375.0
29,BF36,LoadBPP_seg15,978802.0
29,BF36,LoadBPP_seg16,1907198.0
29,BF36,LoadBPP_seg17,2686660.0
30,BF2E,GetEuiccChallenge,4415.363
30,BF20,GetEuiccInfo1,40004.363
30,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,6395.0
30,BF38,AuthenticateServer,4387193.024
30,ES9P,/gsma/rsp2/es9plus/authenticateClient,27487.0
30,BF21,PrepareDownload,3703091.585
30,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,9179.0
30,BF36,LoadBPP_seg0,1450730.0
30,BF36,LoadBPP_seg1,60195.0
30,BF36,LoadBPP_seg2,1638.0
30,BF36,LoadBPP_seg3,119440.0
30,BF36,LoadBPP_seg4,44010.0
30,BF36,LoadBPP_seg5,1570.0
30,BF36,LoadBPP_seg6,600023.0
30,BF36,LoadBPP_seg7,777759.0
30,BF36,LoadBPP_seg8,1731955.0
30,BF36,LoadBPP_seg9,850334.0
30,BF36,LoadBPP_seg10,659829.0
30,BF36,LoadBPP_seg11,1727005.0
30,BF36,LoadBPP_seg12,843458.0
30,BF36,LoadBPP_seg13,865875.0
30,BF36,LoadBPP_seg14,1815441.0
30,BF36,LoadBPP_seg15,982593.0
30,BF36,LoadBPP_seg16,964098.0
30,BF36,LoadBPP_seg17,3748033.0
31,BF2E,GetEuiccChallenge,4406.363
31,BF20,GetEuiccInfo1,39910.363
31,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5990.0
31,BF38,AuthenticateServer,2964539.024
31,ES9P,/gsma/rsp2/es9plus/authenticateClient,18515.0
31,BF21,PrepareDownload,3726050.585
31,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,35741.0
31,BF36,LoadBPP_seg0,1450970.0
31,BF36,LoadBPP_seg1,62402.0
31,BF36,LoadBPP_seg2,1576.0
31,BF36,LoadBPP_seg3,93335.0
31,BF36,LoadBPP_seg4,1455821.0
31,BF36,LoadBPP_seg5,1657.0
31,BF36,LoadBPP_seg6,625857.0
31,BF36,LoadBPP_seg7,773647.0
31,BF36,LoadBPP_seg8,826712.0
31,BF36,LoadBPP_seg9,1430559.0
31,BF36,LoadBPP_seg10,630254.0
31,BF36,LoadBPP_seg11,852420.0
31,BF36,LoadBPP_seg12,1890169.0
31,BF36,LoadBPP_seg13,889430.0
31,BF36,LoadBPP_seg14,883618.0
31,BF36,LoadBPP_seg15,1918487.0
31,BF36,LoadBPP_seg16,934021.0
31,BF36,LoadBPP_seg17,3799778.0
32,BF2E,GetEuiccChallenge,4515.363
32,BF20,GetEuiccInfo1,40005.363
32,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5407.0
32,BF38,AuthenticateServer,2958651.024
32,ES9P,/gsma/rsp2/es9plus/authenticateClient,34664.0
32,BF21,PrepareDownload,3700224.585
32,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,10903.0
32,BF36,LoadBPP_seg0,1454070.0
32,BF36,LoadBPP_seg1,62862.0
32,BF36,LoadBPP_seg2,1528.0
32,BF36,LoadBPP_seg3,93059.0
32,BF36,LoadBPP_seg4,43156.0
32,BF36,LoadBPP_seg5,1545.0
32,BF36,LoadBPP_seg6,603780.0
32,BF36,LoadBPP_seg7,2222837.0
32,BF36,LoadBPP_seg8,805638.0
32,BF36,LoadBPP_seg9,1636867.0
32,BF36,LoadBPP_seg10,632209.0
32,BF36,LoadBPP_seg11,825014.0
32,BF36,LoadBPP_seg12,848436.0
32,BF36,LoadBPP_seg13,1810132.0
32,BF36,LoadBPP_seg14,882662.0
32,BF36,LoadBPP_seg15,2067988.0
32,BF36,LoadBPP_seg16,960124.0
32,BF36,LoadBPP_seg17,4109410.0
33,BF2E,GetEuiccChallenge,4408.363
33,BF20,GetEuiccInfo1,39900.363
33,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5235.0
33,BF38,AuthenticateServer,2939571.024
33,ES9P,/gsma/rsp2/es9plus/authenticateClient,20835.0
33,BF21,PrepareDownload,3671143.585
33,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,26816.0
33,BF36,LoadBPP_seg0,1447801.0
33,BF36,LoadBPP_seg1,60957.0
33,BF36,LoadBPP_seg2,1542.0
33,BF36,LoadBPP_seg3,92977.0
33,BF36,LoadBPP_seg4,41737.0
33,BF36,LoadBPP_seg5,1528.0
33,BF36,LoadBPP_seg6,601561.0
33,BF36,LoadBPP_seg7,2063788.0
33,BF36,LoadBPP_seg8,803813.0
33,BF36,LoadBPP_seg9,881945.0
33,BF36,LoadBPP_seg10,1396397.0
33,BF36,LoadBPP_seg11,825488.0
33,BF36,LoadBPP_seg12,851722.0
33,BF36,LoadBPP_seg13,1797297.0
33,BF36,LoadBPP_seg14,908050.0
33,BF36,LoadBPP_seg15,984520.0
33,BF36,LoadBPP_seg16,2056375.0
33,BF36,LoadBPP_seg17,2680947.0
34,BF2E,GetEuiccChallenge,4404.363
34,BF20,GetEuiccInfo1,39913.363
34,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,3999.0
34,BF38,AuthenticateServer,2955717.024
34,ES9P,/gsma/rsp2/es9plus/authenticateClient,21985.0
34,BF21,PrepareDownload,3656327.585
34,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,10796.0
34,BF36,LoadBPP_seg0,1434128.0
34,BF36,LoadBPP_seg1,60256.0
34,BF36,LoadBPP_seg2,1515.0
34,BF36,LoadBPP_seg3,93343.0
34,BF36,LoadBPP_seg4,43313.0
34,BF36,LoadBPP_seg5,1589.0
34,BF36,LoadBPP_seg6,627606.0
34,BF36,LoadBPP_seg7,776240.0
34,BF36,LoadBPP_seg8,1770144.0
34,BF36,LoadBPP_seg9,856883.0
34,BF36,LoadBPP_seg10,657215.0
34,BF36,LoadBPP_seg11,1596581.0
34,BF36,LoadBPP_seg12,818604.0
34,BF36,LoadBPP_seg13,885620.0
34,BF36,LoadBPP_seg14,1823099.0
34,BF36,LoadBPP_seg15,1007440.0
34,BF36,LoadBPP_seg16,938511.0
34,BF36,LoadBPP_seg17,3796338.0
35,BF2E,GetEuiccChallenge,4393.363
35,BF20,GetEuiccInfo1,39885.363
35,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,5445.0
35,BF38,AuthenticateServer,2946802.024
35,ES9P,/gsma/rsp2/es9plus/authenticateClient,19276.0
35,BF21,PrepareDownload,3714403.585
35,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,9671.0
35,BF36,LoadBPP_seg0,1449009.0
35,BF36,LoadBPP_seg1,62944.0
35,BF36,LoadBPP_seg2,1549.0
35,BF36,LoadBPP_seg3,93508.0
35,BF36,LoadBPP_seg4,1492756.0
35,BF36,LoadBPP_seg5,1607.0
35,BF36,LoadBPP_seg6,600194.0
35,BF36,LoadBPP_seg7,802041.0
35,BF36,LoadBPP_seg8,808321.0
35,BF36,LoadBPP_seg9,1489992.0
35,BF36,LoadBPP_seg10,632948.0
35,BF36,LoadBPP_seg11,851276.0
35,BF36,LoadBPP_seg12,1737697.0
35,BF36,LoadBPP_seg13,892073.0
35,BF36,LoadBPP_seg14,884538.0
35,BF36,LoadBPP_seg15,1903076.0
35,BF36,LoadBPP_seg16,935773.0
35,BF36,LoadBPP_seg17,3773390.0
36,BF2E,GetEuiccChallenge,4368.363
36,BF20,GetEuiccInfo1,39918.363
36,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4002.0
36,BF38,AuthenticateServer,2950793.024
36,ES9P,/gsma/rsp2/es9plus/authenticateClient,24087.0
36,BF21,PrepareDownload,3687167.585
36,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,17788.0
36,BF36,LoadBPP_seg0,1430036.0
36,BF36,LoadBPP_seg1,62792.0
36,BF36,LoadBPP_seg2,1623.0
36,BF36,LoadBPP_seg3,92002.0
36,BF36,LoadBPP_seg4,42977.0
36,BF36,LoadBPP_seg5,1602.0
36,BF36,LoadBPP_seg6,2011600.0
36,BF36,LoadBPP_seg7,801793.0
36,BF36,LoadBPP_seg8,806835.0
36,BF36,LoadBPP_seg9,1792420.0
36,BF36,LoadBPP_seg10,630873.0
36,BF36,LoadBPP_seg11,825742.0
36,BF36,LoadBPP_seg12,848963.0
36,BF36,LoadBPP_seg13,1774698.0
36,BF36,LoadBPP_seg14,905669.0
36,BF36,LoadBPP_seg15,1893899.0
36,BF36,LoadBPP_seg16,959020.0
36,BF36,LoadBPP_seg17,4098519.0
37,BF2E,GetEuiccChallenge,6516.363
37,BF20,GetEuiccInfo1,39986.363
37,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,4154.0
37,BF38,AuthenticateServer,2949981.024
37,ES9P,/gsma/rsp2/es9plus/authenticateClient,17118.0
37,BF21,PrepareDownload,3713615.585
37,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,17870.0
37,BF36,LoadBPP_seg0,1439674.0
37,BF36,LoadBPP_seg1,61353.0
37,BF36,LoadBPP_seg2,1536.0
37,BF36,LoadBPP_seg3,118407.0
37,BF36,LoadBPP_seg4,43584.0
37,BF36,LoadBPP_seg5,1577.0
37,BF36,LoadBPP_seg6,601859.0
37,BF36,LoadBPP_seg7,2025764.0
37,BF36,LoadBPP_seg8,833979.0
37,BF36,LoadBPP_seg9,857698.0
37,BF36,LoadBPP_seg10,1407088.0
37,BF36,LoadBPP_seg11,830336.0
37,BF36,LoadBPP_seg12,849676.0
37,BF36,LoadBPP_seg13,1784175.0
37,BF36,LoadBPP_seg14,908580.0
37,BF36,LoadBPP_seg15,981784.0
37,BF36,LoadBPP_seg16,1876229.0
37,BF36,LoadBPP_seg17,2685113.0
38,BF2E,GetEuiccChallenge,4462.363
38,BF20,GetEuiccInfo1,40116.363
38,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,9520.0
38,BF38,AuthenticateServer,2969518.024
38,ES9P,/gsma/rsp2/es9plus/authenticateClient,26013.0
38,BF21,PrepareDownload,3709589.585
38,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,17031.0
38,BF36,LoadBPP_seg0,1455041.0
38,BF36,LoadBPP_seg1,61012.0
38,BF36,LoadBPP_seg2,1620.0
38,BF36,LoadBPP_seg3,93358.0
38,BF36,LoadBPP_seg4,42974.0
38,BF36,LoadBPP_seg5,1618.0
38,BF36,LoadBPP_seg6,625374.0
38,BF36,LoadBPP_seg7,776118.0
38,BF36,LoadBPP_seg8,1754627.0
38,BF36,LoadBPP_seg9,855315.0
38,BF36,LoadBPP_seg10,630766.0
38,BF36,LoadBPP_seg11,1776592.0
38,BF36,LoadBPP_seg12,818162.0
38,BF36,LoadBPP_seg13,888579.0
38,BF36,LoadBPP_seg14,1810427.0
38,BF36,LoadBPP_seg15,1005893.0
38,BF36,LoadBPP_seg16,936375.0
38,BF36,LoadBPP_seg17,3798980.0
39,BF2E,GetEuiccChallenge,4403.363
39,BF20,GetEuiccInfo1,39894.363
39,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,6166.0
39,BF38,AuthenticateServer,2940451.024
39,ES9P,/gsma/rsp2/es9plus/authenticateClient,30615.0
39,BF21,PrepareDownload,3732869.585
39,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,9442.0
39,BF36,LoadBPP_seg0,1442860.0
39,BF36,LoadBPP_seg1,63490.0
39,BF36,LoadBPP_seg2,1520.0
39,BF36,LoadBPP_seg3,92784.0
39,BF36,LoadBPP_seg4,1478432.0
39,BF36,LoadBPP_seg5,1607.0
39,BF36,LoadBPP_seg6,603557.0
39,BF36,LoadBPP_seg7,801002.0
39,BF36,LoadBPP_seg8,802734.0
39,BF36,LoadBPP_seg9,1480474.0
39,BF36,LoadBPP_seg10,634054.0
39,BF36,LoadBPP_seg11,826973.0
39,BF36,LoadBPP_seg12,1776175.0
39,BF36,LoadBPP_seg13,891667.0
39,BF36,LoadBPP_seg14,883768.0
39,BF36,LoadBPP_seg15,1915307.0
39,BF36,LoadBPP_seg16,965731.0
39,BF36,LoadBPP_seg17,3942257.0
40,BF2E,GetEuiccChallenge,4352.363
40,BF20,GetEuiccInfo1,39918.363
40,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,10582.0
40,BF38,AuthenticateServer,2938938.024
40,ES9P,/gsma/rsp2/es9plus/authenticateClient,26997.0
40,BF21,PrepareDownload,3703469.585
40,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,22413.0
40,BF36,LoadBPP_seg0,1456627.0
40,BF36,LoadBPP_seg1,62496.0
40,BF36,LoadBPP_seg2,1571.0
40,BF36,LoadBPP_seg3,92789.0
40,BF36,LoadBPP_seg4,42594.0
40,BF36,LoadBPP_seg5,1656.0
40,BF36,LoadBPP_seg6,2049653.0
40,BF36,LoadBPP_seg7,797042.0
40,BF36,LoadBPP_seg8,807058.0
40,BF36,LoadBPP_seg9,1658123.0
40,BF36,LoadBPP_seg10,631128.0
40,BF36,LoadBPP_seg11,824120.0
40,BF36,LoadBPP_seg12,847275.0
40,BF36,LoadBPP_seg13,1810957.0
40,BF36,LoadBPP_seg14,910158.0
40,BF36,LoadBPP_seg15,1925758.0
40,BF36,LoadBPP_seg16,964631.0
40,BF36,LoadBPP_seg17,4299625.0
41,BF2E,GetEuiccChallenge,4624.363
41,BF20,GetEuiccInfo1,39993.363
41,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11103.0
41,BF38,AuthenticateServer,2965885.024
41,ES9P,/gsma/rsp2/es9plus/authenticateClient,24844.0
41,BF21,PrepareDownload,3709780.585
41,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,25526.0
41,BF36,LoadBPP_seg0,1436100.0
41,BF36,LoadBPP_seg1,60929.0
41,BF36,LoadBPP_seg2,1610.0
41,BF36,LoadBPP_seg3,93139.0
41,BF36,LoadBPP_seg4,43328.0
41,BF36,LoadBPP_seg5,1592.0
41,BF36,LoadBPP_seg6,627284.0
41,BF36,LoadBPP_seg7,2037202.0
41,BF36,LoadBPP_seg8,832805.0
41,BF36,LoadBPP_seg9,856731.0
41,BF36,LoadBPP_seg10,1394492.0
41,BF36,LoadBPP_seg11,828656.0
41,BF36,LoadBPP_seg12,823930.0
41,BF36,LoadBPP_seg13,1794074.0
41,BF36,LoadBPP_seg14,885637.0
41,BF36,LoadBPP_seg15,1009100.0
41,BF36,LoadBPP_seg16,1838450.0
41,BF36,LoadBPP_seg17,2710978.0
42,BF2E,GetEuiccChallenge,4720.363
42,BF20,GetEuiccInfo1,40404.363
42,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11279.0
42,BF38,AuthenticateServer,2954252.024
42,ES9P,/gsma/rsp2/es9plus/authenticateClient,44450.0
42,BF21,PrepareDownload,3678476.585
42,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,15275.0
42,BF36,LoadBPP_seg0,1437266.0
42,BF36,LoadBPP_seg1,60500.0
42,BF36,LoadBPP_seg2,1629.0
42,BF36,LoadBPP_seg3,92519.0
42,BF36,LoadBPP_seg4,44155.0
42,BF36,LoadBPP_seg5,1622.0
42,BF36,LoadBPP_seg6,600983.0
42,BF36,LoadBPP_seg7,802084.0
42,BF36,LoadBPP_seg8,1714991.0
42,BF36,LoadBPP_seg9,880418.0
42,BF36,LoadBPP_seg10,632656.0
42,BF36,LoadBPP_seg11,1593796.0
42,BF36,LoadBPP_seg12,818318.0
42,BF36,LoadBPP_seg13,887108.0
42,BF36,LoadBPP_seg14,1795994.0
42,BF36,LoadBPP_seg15,1004222.0
42,BF36,LoadBPP_seg16,943691.0
42,BF36,LoadBPP_seg17,3790857.0
43,BF2E,GetEuiccChallenge,4463.363
43,BF20,GetEuiccInfo1,40016.363
43,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,14091.0
43,BF38,AuthenticateServer,2957771.024
43,ES9P,/gsma/rsp2/es9plus/authenticateClient,50608.0
43,BF21,PrepareDownload,3705526.585
43,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,24908.0
43,BF36,LoadBPP_seg0,1453801.0
43,BF36,LoadBPP_seg1,63284.0
43,BF36,LoadBPP_seg2,1543.0
43,BF36,LoadBPP_seg3,92451.0
43,BF36,LoadBPP_seg4,1631570.0
43,BF36,LoadBPP_seg5,1663.0
43,BF36,LoadBPP_seg6,596546.0
43,BF36,LoadBPP_seg7,804858.0
43,BF36,LoadBPP_seg8,804097.0
43,BF36,LoadBPP_seg9,1464438.0
43,BF36,LoadBPP_seg10,629378.0
43,BF36,LoadBPP_seg11,825710.0
43,BF36,LoadBPP_seg12,1761712.0
43,BF36,LoadBPP_seg13,865003.0
43,BF36,LoadBPP_seg14,911563.0
43,BF36,LoadBPP_seg15,1898286.0
43,BF36,LoadBPP_seg16,968485.0
43,BF36,LoadBPP_seg17,3766162.0
44,BF2E,GetEuiccChallenge,4566.363
44,BF20,GetEuiccInfo1,40319.363
44,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,13939.0
44,BF38,AuthenticateServer,2946309.024
44,ES9P,/gsma/rsp2/es9plus/authenticateClient,43055.0
44,BF21,PrepareDownload,3711062.585
44,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,20160.0
44,BF36,LoadBPP_seg0,1463829.0
44,BF36,LoadBPP_seg1,63314.0
44,BF36,LoadBPP_seg2,1667.0
44,BF36,LoadBPP_seg3,119425.0
44,BF36,LoadBPP_seg4,43572.0
44,BF36,LoadBPP_seg5,1708.0
44,BF36,LoadBPP_seg6,2031763.0
44,BF36,LoadBPP_seg7,773042.0
44,BF36,LoadBPP_seg8,832099.0
44,BF36,LoadBPP_seg9,1618341.0
44,BF36,LoadBPP_seg10,659810.0
44,BF36,LoadBPP_seg11,826775.0
44,BF36,LoadBPP_seg12,851424.0
44,BF36,LoadBPP_seg13,1793239.0
44,BF36,LoadBPP_seg14,911046.0
44,BF36,LoadBPP_seg15,1907631.0
44,BF36,LoadBPP_seg16,963581.0
44,BF36,LoadBPP_seg17,4121892.0
45,BF2E,GetEuiccChallenge,4550.363
45,BF20,GetEuiccInfo1,39995.363
45,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,10843.0
45,BF38,AuthenticateServer,2946825.024
45,ES9P,/gsma/rsp2/es9plus/authenticateClient,43103.0
45,BF21,PrepareDownload,3711554.585
45,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,22158.0
45,BF36,LoadBPP_seg0,1448329.0
45,BF36,LoadBPP_seg1,60967.0
45,BF36,LoadBPP_seg2,1544.0
45,BF36,LoadBPP_seg3,93250.0
45,BF36,LoadBPP_seg4,43368.0
45,BF36,LoadBPP_seg5,1762.0
45,BF36,LoadBPP_seg6,628278.0
45,BF36,LoadBPP_seg7,2044541.0
45,BF36,LoadBPP_seg8,832826.0
45,BF36,LoadBPP_seg9,855682.0
45,BF36,LoadBPP_seg10,1397480.0
45,BF36,LoadBPP_seg11,856221.0
45,BF36,LoadBPP_seg12,826368.0
45,BF36,LoadBPP_seg13,1830954.0
45,BF36,LoadBPP_seg14,884201.0
45,BF36,LoadBPP_seg15,1005987.0
45,BF36,LoadBPP_seg16,1869113.0
45,BF36,LoadBPP_seg17,2695649.0
46,BF2E,GetEuiccChallenge,4343.363
46,BF20,GetEuiccInfo1,40003.363
46,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11482.0
46,BF38,AuthenticateServer,2955134.024
46,ES9P,/gsma/rsp2/es9plus/authenticateClient,30652.0
46,BF21,PrepareDownload,3699520.585
46,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,24670.0
46,BF36,LoadBPP_seg0,1443244.0
46,BF36,LoadBPP_seg1,59928.0
46,BF36,LoadBPP_seg2,1565.0
46,BF36,LoadBPP_seg3,92591.0
46,BF36,LoadBPP_seg4,43616.0
46,BF36,LoadBPP_seg5,1572.0
46,BF36,LoadBPP_seg6,601106.0
46,BF36,LoadBPP_seg7,803050.0
46,BF36,LoadBPP_seg8,2088004.0
46,BF36,LoadBPP_seg9,881358.0
46,BF36,LoadBPP_seg10,631256.0
46,BF36,LoadBPP_seg11,1606404.0
46,BF36,LoadBPP_seg12,844469.0
46,BF36,LoadBPP_seg13,890872.0
46,BF36,LoadBPP_seg14,1829137.0
46,BF36,LoadBPP_seg15,982910.0
46,BF36,LoadBPP_seg16,965010.0
46,BF36,LoadBPP_seg17,3777844.0
47,BF2E,GetEuiccChallenge,4898.363
47,BF20,GetEuiccInfo1,40165.363
47,ES9P,/gsma/rsp2/es9plus/initiateAuthentication,11334.0
47,BF38,AuthenticateServer,2957490.024
47,ES9P,/gsma/rsp2/es9plus/authenticateClient,30396.0
47,BF21,PrepareDownload,3699219.585
47,ES9P,/gsma/rsp2/es9plus/getBoundProfilePackage,23605.0
47,BF36,LoadBPP_seg0,1449505.0
47,BF36,LoadBPP_seg1,63240.0
47,BF36,LoadBPP_seg2,1634.0
47,BF36,LoadBPP_seg3,1500049.0
47,BF36,LoadBPP_seg4,43432.0
47,BF36,LoadBPP_seg5,1644.0
47,BF36,LoadBPP_seg6,598272.0
47,BF36,LoadBPP_seg7,800194.0
47,BF36,LoadBPP_seg8,807460.0
47,BF36,LoadBPP_seg9,1446153.0
47,BF36,LoadBPP_seg10,630427.0
47,BF36,LoadBPP_seg11,823932.0
47,BF36,LoadBPP_seg12,1745385.0
47,BF36,LoadBPP_seg13,861033.0
